e_mse,0.027264589,0.038054753,0.050323217,0.095332852,0.024386953,0.0533315,0.053354566,0.0741933,0.026347616,0.063897479,0.064677971,0.083273858,0.028809189,0.067907993,0.079889671,0.091640238,0.024383132,0.041291873,0.054562475,0.068227282,0.029759943,0.054169717,0.060411118,0.080057326,0.024309533,0.042428336,0.078764757,0.103468907,0.029202731,0.05136348,0.067878346,0.084499018,0.030879255,0.060380707,0.05545291,0.10362323,,,,,,,
e_h,1.490043473,0.788530194,0.856915176,1.036085494,1.3796646,1.567357458,0.738269303,0.765133952,1.431140391,1.173138712,1.102776492,0.870363411,1.205242589,1.938474549,1.317824773,0.749316649,1.139635755,0.819730173,0.808476002,0.649696784,0.994899044,0.78195202,0.716341505,0.578090573,1.166631895,1.023498299,1.379559376,1.394131708,1.183352955,0.851886352,1.071276163,0.45381057,1.023117279,1.461376548,0.851007516,1.484045373,,,,,,,
e_v,0.977182047,1.051017271,0.817922914,1.34092643,0.613200188,0.870936044,0.964371512,1.030676753,0.833871437,1.833308485,1.007698811,1.174006056,1.357681166,1.392545788,1.339157041,1.401302115,0.963019858,1.07817403,0.935061208,0.977711353,1.544303529,1.611262448,1.159402065,1.235269163,1.098850417,1.048256329,1.359013331,1.21018776,1.413123679,1.518906828,1.117510786,1.407820138,1.677523723,1.43807629,0.955811177,1.071402886,,,,,,,
e_comb_target,1.781643408,1.313825792,1.184526064,1.69433554,1.509701338,1.792869796,1.214433243,1.283538839,1.656178111,2.176096438,1.493677122,1.461300323,1.815164018,2.386191096,1.878493779,1.588922661,1.491873894,1.354289314,1.236018122,1.173823461,1.836773999,1.790801718,1.362746543,1.363771051,1.602446499,1.464896788,1.936149218,1.845806488,1.842852974,1.741294992,1.547863335,1.47909963,1.964601324,2.049851504,1.279656238,1.830100554,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,
depth,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,,,,,,,
target_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,,,,,,,
e_mse,0.035514283,0.029116738,0.082959397,0.09633184,0.027307518,0.054978086,0.043726731,0.082698784,0.028574453,0.060850087,0.067299557,0.093239103,0.027473597,0.065750162,0.08215769,0.101244259,0.021646939,0.043707855,0.059492378,0.070199815,0.033015665,0.050599893,0.058479289,0.085410593,0.023535727,0.03797969,0.085372079,0.097025366,0.033267399,0.050874073,0.068499473,0.106079029,0.039024734,0.062995164,0.091380834,0.106834712,,,,,,,
e_h,2.002065165,0.754675551,1.725076932,1.157847015,1.47936456,1.557490955,0.433049406,0.99597479,1.592468013,1.058527478,1.278059461,1.128314431,1.387928879,1.541574073,1.180404405,0.751486801,0.955771912,0.621150382,0.908917374,0.841735507,1.245098933,0.748800784,0.513025976,0.685450375,1.061004543,0.980643842,1.492579057,1.38528125,1.448112241,1.037885627,1.103719292,0.939465299,1.958345014,1.461778262,1.921799977,1.667997238,,,,,,,
e_v,1.17351998,0.659247526,0.931820731,1.262419343,0.835291775,0.983155842,0.890009787,1.028807148,0.83829822,1.799828817,0.868081115,1.189959271,1.043458753,1.686910429,1.524649856,1.591332017,0.9002332,1.294096648,0.992391808,0.864787372,1.59970385,1.489773229,1.218584324,1.293268079,1.116824072,0.877844494,1.476699497,1.031555808,1.508840634,1.367263479,1.102115393,1.595457489,1.482379067,1.571398739,0.875611552,0.872183726,,,,,,,
e_comb_target,2.32016636,1.00201894,1.960390447,1.712730161,1.698708814,1.841581152,0.989741821,1.431776349,1.79943724,2.087675717,1.544830371,1.639623247,1.736174214,2.284594296,1.927847586,1.759684363,1.312866744,1.43535761,1.345600928,1.206714821,2.02674926,1.667219659,1.322113703,1.463579635,1.540278023,1.316044195,2.099157153,1.726928539,2.090858748,1.716332759,1.559568423,1.851260955,2.455430786,2.145680986,2.111601361,1.882036006,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,
depth,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,,,,,,,
target_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,,,,,,,
e_mse,0.037078788,0.058743939,0.095479095,0.13021687,0.034777149,0.0833911,0.087982207,0.126434109,0.048063498,0.067710455,0.105702432,0.118505711,0.031752064,0.075583797,0.110693371,0.125768506,0.027629174,0.053109738,0.068938137,0.109604844,0.038160112,0.051610801,0.089431678,0.119083052,0.02185873,0.05593913,0.108660897,0.118882139,0.043750032,0.081284586,0.144927146,0.149188402,0.056618279,0.09026528,0.099711279,0.139541342,,,,,,,
e_h,2.24128892,1.53661278,2.089571041,1.969390382,1.475555306,2.452700491,1.492347931,1.823723982,2.430898483,1.747479211,1.62525357,1.287304973,1.07309702,1.138858524,2.033258842,0.94202895,1.154654641,1.055394907,0.962628847,0.942863854,0.801293252,0.633377495,1.191985769,0.948464021,0.855696436,1.651105741,2.014582517,1.707082311,1.537554893,1.750528865,1.786508625,1.508677203,2.81552463,2.103151172,2.188280615,1.84361969,,,,,,,
e_v,1.022431837,1.366505037,0.988219537,1.260283976,1.666771374,1.393248336,1.341085831,1.242511311,1.980166458,1.626085809,1.872045402,1.691487926,1.697106257,2.238938259,1.590890169,1.966643258,1.25277556,1.411410221,1.222538185,1.637590055,2.251992553,1.57073131,1.637539706,1.80805796,1.175853142,1.045168682,1.698790224,1.294980269,2.38673277,2.158873455,2.818264447,2.17293505,2.49979051,2.319482912,0.846671089,1.692412554,,,,,,,
e_comb_target,2.463048758,2.055899861,2.311093377,2.337586818,2.225518779,2.819953386,2.005987753,2.206290569,3.133834332,2.386327647,2.47835507,2.125172913,2.007575598,2.511414327,2.580857192,2.180300406,1.703474142,1.762111246,1.555857133,1.889371615,2.390024602,1.693505766,2.025047896,2.041436503,1.454109978,1.953795845,2.634326205,2.142222958,2.838150575,2.778360311,3.335255821,2.644501643,3.762448496,3.12947005,2.346066673,2.50184738,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,
depth,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,,,,,,,
target_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,,,,,,,
e_mse,0.021282646,0.046208706,0.060590635,0.082402693,0.025064754,0.046333675,0.078775139,0.082616932,0.035843699,0.054944203,0.074977659,0.103182807,0.029904317,0.044279473,0.070714913,0.092412907,0.030963072,0.057670907,0.073704477,0.105766251,0.024407035,0.05509635,0.079369033,0.064964056,0.030657739,0.051120826,0.08503998,0.114238258,0.033137321,0.061939414,0.100168648,0.100870814,0.031886816,0.063048035,0.056391666,0.124441475,,,,,,,
e_h,1.216222789,0.963575291,1.053354262,1.078955401,1.315468055,1.420097638,1.656490587,1.051955759,1.871211855,1.474169605,1.31747552,1.317594247,1.064920212,0.747584715,1.184191752,0.877695841,1.361697584,0.919008461,1.155729435,0.99681873,1.042469997,0.739061578,1.123682541,0.790503857,1.63299491,1.567233844,1.67453644,1.62573527,1.560154607,0.901025998,1.515004121,0.856572495,1.128706733,1.412377595,1.16269842,1.614742918,,,,,,,
e_v,0.687473792,1.287129974,0.966413826,0.924963669,0.894710535,0.599746486,0.722068178,0.955120775,1.313976074,1.174086607,1.150721491,1.253346719,1.566936754,1.275518395,1.112982333,1.336679291,1.345895607,1.676015161,1.20668446,1.525569352,1.097884471,1.65932781,1.390139567,0.746063687,1.186756803,0.838066315,1.162761575,1.206497575,1.402260555,1.928124613,1.720380363,1.550820479,1.697369764,1.596121602,0.601709459,1.492227892,,,,,,,
e_comb_target,1.396973204,1.607655492,1.429366998,1.421020069,1.590723273,1.541453361,1.806865324,1.420723975,2.285937816,1.884260797,1.748990638,1.818192797,1.894258419,1.478330398,1.624910551,1.598906654,1.914233848,1.911188035,1.670631028,1.82210597,1.51379061,1.816306644,1.787221161,1.086906669,2.018300957,1.777041454,2.038270596,2.02412674,2.097253755,2.127977017,2.291765107,1.771452464,2.038026562,2.130809887,1.309092465,2.198131231,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,
depth,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,,,,,,,
target_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,,,,,,,
e_mse,0.020299453,0.03760364,0.064839894,0.096907043,0.022889972,0.055473082,0.064629079,0.081024083,0.029499244,0.070899578,0.068546643,0.096845002,0.026077125,0.042610044,0.087080162,0.090581804,0.029878845,0.055822688,0.071065535,0.097992498,0.031869729,0.048463532,0.071838035,0.098052784,0.029559445,0.044716139,0.093833652,0.124936595,0.035263525,0.059669214,0.074852216,0.097937902,0.028519874,0.062998261,0.058481911,0.130531096,,,,,,,
e_h,1.020950078,0.704885171,1.306040707,1.352255637,1.092836219,1.59344237,1.311753386,0.98564447,1.456804054,1.913864041,1.162579537,0.841360402,0.835975542,0.784274979,1.217400737,0.721345423,1.282820541,0.73304848,0.958276106,0.800940292,1.064233245,0.610475047,0.854410653,1.129036581,1.140251177,1.265459401,1.945250773,2.009639737,1.530371336,1.072108989,1.332350617,0.767838761,1.206359237,1.45230597,1.088739826,1.961231542,,,,,,,
e_v,0.807892369,1.075611014,0.792581286,1.070417663,0.952969009,0.95880656,0.663980146,0.982527942,1.15556232,1.49137917,1.054361145,1.489623326,1.416611582,1.190259193,1.62333999,1.396935765,1.313500777,1.694832617,1.291921399,1.483309088,1.657026142,1.47508235,1.37084383,1.231730859,1.569753896,0.851704693,1.149492358,0.96176425,1.629613577,1.716305973,1.060113549,1.523112613,1.357961756,1.564454784,0.79294528,1.190560669,,,,,,,
e_comb_target,1.301826729,1.285911615,1.527577235,1.724395068,1.449827728,1.859414029,1.470121913,1.391572954,1.859153405,2.425650177,1.569285945,1.710621805,1.64471087,1.425289537,2.028721542,1.572054802,1.835690545,1.846399354,1.608331902,1.685567528,1.969026401,1.596313969,1.615138748,1.670658276,1.939845061,1.525226729,2.259048999,2.227582693,2.234983449,2.023301429,1.702406728,1.705547657,1.816114764,2.134154386,1.346779092,2.293828544,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,,
depth,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,,,,,,,
target_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,,,,,,,
e_mse,0.028138695,0.043646687,0.073201661,0.059742748,0.029748627,0.070269401,0.058254675,0.098379037,0.03334444,0.061098156,0.070751943,0.072129082,0.030785914,0.073198937,0.076350664,0.098351094,0.02628933,0.047817292,0.067225479,0.093255238,0.028547156,0.051634241,0.069754319,0.10133687,0.026483209,0.043651008,0.085602021,0.107441202,0.030983468,0.052898177,0.075050391,0.09533497,0.035702964,0.060732509,0.066118169,0.127835564,,,,,,,
e_h,1.479948393,0.911137283,1.509870082,0.655372707,1.740426974,1.90118832,1.076185109,1.051501861,1.878571278,1.151823355,1.215906281,0.481305226,1.19740751,1.845710161,1.121789482,0.72096675,0.947923406,0.654428807,0.891640976,0.925760455,0.848499386,0.882097996,0.837563662,0.818034996,0.768894322,1.35667651,1.771285241,1.55517533,1.234091715,0.815498837,1.257877611,0.570247304,0.959149762,1.403503355,1.070214163,1.877311148,,,,,,,
e_v,1.072786486,1.187222961,0.831797232,0.831085662,0.620371499,1.426326992,0.765184703,1.347419861,0.939408845,1.742376857,1.09985898,1.179085187,1.537899998,1.765116922,1.379553301,1.54360416,1.316284881,1.427484936,1.237180933,1.288632227,1.54296597,1.452851121,1.33563536,1.52206647,1.555118727,0.640118387,1.057180095,1.094233554,1.518422703,1.594571087,1.155782959,1.583732636,2.066916547,1.520692387,1.098159829,1.220762865,,,,,,,
e_comb_target,1.827592498,1.496393756,1.723645446,1.058346008,1.847558688,2.376118544,1.320381233,1.708912281,2.100060447,2.088285973,1.639326545,1.273485677,1.948728797,2.553032228,1.777809406,1.703526852,1.621891602,1.570234312,1.524842963,1.586514237,1.760681397,1.699472322,1.576364938,1.727784096,1.734650383,1.500005449,2.062439552,1.901247286,1.956313829,1.790812225,1.707990612,1.683169521,2.278270281,2.068931383,1.533216356,2.23884478,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,,
depth,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,,,,,,,
target_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,,,,,,,
e_mse,0.02772852,0.040418389,0.077722604,0.063800505,0.028294796,0.065043771,0.068084661,0.110448937,0.031106999,0.054398288,0.074626349,0.100139682,0.032537386,0.065664791,0.071315687,0.104414078,0.024755829,0.05062456,0.061392693,0.081567585,0.035316484,0.048761017,0.064937252,0.078612524,0.029058047,0.042038919,0.086735729,0.10265211,0.031762443,0.064612465,0.108661265,0.125995576,0.043965773,0.075413662,0.139060754,0.129414823,,,,,,,
e_h,1.584488137,0.925812782,1.493209472,0.733176421,1.585108677,1.705555112,1.243687775,0.90442348,1.722633599,1.287642621,1.494717803,1.34301612,1.377704598,1.246961498,1.005100341,0.500633126,1.004724147,0.8048807,0.91092596,0.735390898,1.224533834,0.869374763,0.847087379,0.647350159,1.444344864,1.305769286,1.649336734,1.45677943,1.462019884,1.371060818,2.155530123,1.318364555,2.133243818,1.813884929,2.551221588,2.125180159,,,,,,,
e_v,0.890617719,1.05213438,1.062551481,0.87945415,0.794056011,1.372142841,0.929602853,1.703256332,0.944826129,1.337792315,0.864725757,1.166215501,1.541485235,1.88949151,1.338460803,1.739885947,1.136264753,1.464759692,1.058030798,1.195346919,1.801245511,1.356866776,1.198671644,1.184983937,1.273414747,0.657764147,1.312658017,1.129393204,1.369677601,1.712889771,1.204403216,1.77825164,1.786698407,1.839382763,1.997638961,0.861178962,,,,,,,
e_comb_target,1.817414014,1.401331761,1.832394002,1.144909781,1.77269595,2.188485771,1.55253917,1.928237545,1.96445588,1.856476958,1.726630646,1.77841351,2.066982111,2.263368392,1.673609568,1.810394485,1.516587905,1.671164063,1.396007885,1.403331814,2.17761167,1.611314604,1.467634832,1.350188931,1.925186579,1.461980663,2.1074817,1.842996458,2.002970381,2.19352667,2.468635134,2.21314976,2.781568088,2.582438192,3.238633307,2.292740446,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
