,sub_idx,file_idx,is_exclude,h,v,d,x,y,z,win_idx,win_num,h_p,v_p,d_p,x_p,y_p,z_p,e_h,e_v,e_d,e_x,e_y,e_z,e_mse,m,std,med,max
0,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,0,22,-21.083601,-11.96374,0.90157676,0.36276606,-0.16748774,0.79852456,5.652445,7.736602,0.0,-0.060095727,0.099090576,0.06610644,0.13341852,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
1,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,1,22,-20.019306,-13.767678,0.9011762,0.3512047,-0.19391096,0.7962837,6.2377167,5.908084,0.0,-0.07165709,0.07266736,0.0638656,0.120391436,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
2,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,2,22,-19.95544,-14.208576,0.90037704,0.35827392,-0.20040834,0.7907162,5.655985,5.369238,0.0,-0.06458777,0.06616998,0.05829817,0.10931021,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
3,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,3,22,-19.158371,-15.411583,0.8994063,0.35282236,-0.22180724,0.785973,5.81991,3.8509293,0.0,-0.07003933,0.044771075,0.05355507,0.09888429,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
4,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,4,22,-17.554392,-15.94132,0.8984482,0.3386901,-0.23525965,0.7870833,6.6784115,2.946518,0.0,-0.08417159,0.031318665,0.054665267,0.10513804,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
5,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,5,22,-15.678941,-15.205329,0.897774,0.3234359,-0.22988713,0.79434377,7.7771196,3.367713,0.0,-0.09942579,0.03669119,0.06192577,0.122745804,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
6,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,6,22,-14.1785,-14.958448,0.89784646,0.31197634,-0.22582567,0.79948616,8.603789,3.660822,0.0,-0.11088541,0.04075265,0.06706816,0.1358473,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
7,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,7,22,-12.892122,-15.387545,0.8978138,0.30310434,-0.23437428,0.7996219,9.135738,3.0906734,0.0,-0.119757414,0.032204032,0.06720388,0.1410507,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
8,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,8,22,-11.259703,-15.58106,0.8977766,0.29037255,-0.23851907,0.80228096,9.974308,2.8468838,0.0,-0.13248914,0.028059244,0.0698629,0.15238608,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
9,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,9,22,-8.946031,-15.408589,0.8977177,0.26894122,-0.23804021,0.8086868,11.437915,2.9351187,0.0,-0.15392056,0.028538108,0.07626867,0.17413464,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
10,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,10,22,-8.789671,-15.48425,0.89773,0.2777682,-0.23924577,0.80498534,10.793127,2.7987814,0.0,-0.14509356,0.027332544,0.072567284,0.16451511,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
11,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,11,22,-7.983802,-15.818143,0.89766645,0.27940527,-0.24195898,0.803079,10.653573,2.5695105,0.0,-0.14345646,0.02461934,0.07066089,0.16179873,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
12,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,12,22,-7.7855744,-15.197816,0.8975862,0.28888425,-0.23104513,0.8026629,10.03812,3.213132,0.0,-0.13397747,0.03553319,0.07024479,0.15539272,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
13,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,13,22,-8.011595,-15.493072,0.8971045,0.30541325,-0.23684978,0.794813,8.8354,2.686656,0.0,-0.11744839,0.029728532,0.062394977,0.13627562,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
14,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,14,22,-6.228688,-15.0415535,0.89685035,0.29111034,-0.23049617,0.8009346,9.859308,3.0952091,0.0,-0.13175139,0.03608215,0.06851649,0.15282297,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
15,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,15,22,-5.8005853,-15.004725,0.8967104,0.29334736,-0.22985494,0.79999346,9.694578,3.102479,0.0,-0.1295144,0.036723375,0.067575395,0.15062875,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
16,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,16,22,-4.87638,-15.172343,0.89663815,0.2871825,-0.23097026,0.80135703,10.111342,3.0277166,0.0,-0.13567924,0.035608053,0.06893897,0.15629898,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
17,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,17,22,-4.243125,-15.335736,0.8966336,0.28376952,-0.23475015,0.8010988,10.313438,2.7749338,0.0,-0.13909224,0.031828165,0.06868076,0.15835634,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
18,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,18,22,-3.3188496,-15.09178,0.8967407,0.2750824,-0.23143268,0.8044936,10.919612,3.0069256,0.0,-0.14777938,0.03514564,0.072075486,0.1681334,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
19,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,19,22,-2.764109,-14.70117,0.8968952,0.271244,-0.22557151,0.80712706,11.204372,3.3816566,0.0,-0.1516177,0.041006684,0.07470912,0.17392793,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
20,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,20,22,-2.4376287,-14.320954,0.89719117,0.26820213,-0.2189951,0.8097645,11.436803,3.8241186,0.0,-0.15465963,0.047583222,0.077346444,0.17934948,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
21,5,0,0,-30.0,-20.0,0.9,-0.4228616793536587,-0.2665783194534215,0.7324179132144364,21,22,-2.5750585,-14.522804,0.89748657,0.27176195,-0.22078836,0.8083602,11.188377,3.6958485,0.0,-0.1510998,0.045789957,0.07594216,0.17520012,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
22,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,0,47,-9.801161,-14.202287,3.3121014,1.2950901,-0.7682271,2.9328098,-12.478168,3.3188868,0.0,0.67506707,0.20452315,-0.14984417,0.7211092,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
23,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,1,47,-8.102205,-14.553598,3.313704,1.2011238,-0.7958435,2.9665534,-10.779156,3.0909615,0.0,0.586253,0.18647385,-0.115909815,0.6260193,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
24,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,2,47,-2.67194,-14.739796,3.3155293,0.90319574,-0.81985784,3.064161,-5.492562,3.0813465,0.0,0.30562437,0.17559206,-0.019433498,0.3530106,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
25,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,3,47,2.6130915,-16.609499,3.3172767,0.6095863,-0.93249285,3.1031134,-0.2115016,1.3304005,0.0,0.0142425895,0.07358992,0.020340204,0.07766628,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
26,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,4,47,2.6159096,-16.937382,3.3188877,0.59541,-0.9427274,3.1046422,-0.18448877,1.1329308,0.0,0.012144446,0.06269115,0.017465353,0.066202015,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
27,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,5,47,1.3492936,-18.02124,3.320348,0.64761984,-1.0015876,3.0785918,-1.3401226,0.0850296,0.0,0.072826445,0.00539279,-0.011636496,0.073947154,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
28,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,6,47,1.88525,-18.060507,3.321582,0.6139399,-1.0171475,3.0819292,-0.7509874,-0.15674591,0.0,0.040490746,-0.008307457,-0.009905338,0.04250447,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
29,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,7,47,1.9356307,-17.579828,3.3227355,0.59872437,-0.9922579,3.0946488,-0.4863974,0.1905098,0.0,0.02682972,0.010774076,-0.0012478828,0.028939104,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
30,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,8,47,2.3942506,-17.528915,3.3239284,0.56069636,-0.99451536,3.102525,0.1633513,-0.06803894,0.0,-0.009032011,-0.003837943,0.00029850006,0.009818153,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
31,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,9,47,3.4343803,-16.005995,3.3252056,0.49582964,-0.90949905,3.1404243,1.4801089,1.0331421,0.0,-0.07992828,0.056910872,0.02956152,0.10247566,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
32,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,10,47,4.3961763,-15.192759,3.326718,0.43342853,-0.867545,3.162752,2.7089047,1.6940498,0.0,-0.14752716,0.09364647,0.048894882,0.18145147,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
33,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,11,47,4.395179,-14.71431,3.328385,0.43097156,-0.8418391,3.1723726,2.9941702,2.0502148,0.0,-0.16299516,0.11370939,0.056622982,0.20664804,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
34,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,12,47,4.249941,-14.610272,3.3301537,0.44536835,-0.8331613,3.1754358,3.0357914,2.0420942,0.0,-0.16502714,0.1135962,0.057340384,0.208389,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
35,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,13,47,4.1120763,-15.275761,3.3320105,0.45563227,-0.86740106,3.1675935,2.9967933,1.3875923,0.0,-0.16334283,0.07711589,0.047677517,0.1868178,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
36,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,14,47,4.0866284,-15.981327,3.3339398,0.45996314,-0.8907081,3.1633596,2.9939961,0.81466293,0.0,-0.16359884,0.045737863,0.03896618,0.17428395,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
37,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,15,47,3.8767533,-15.895093,3.3358698,0.48501623,-0.8790192,3.166342,2.8210442,1.0506239,0.0,-0.15325671,0.059369504,0.04210472,0.16966191,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
38,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,16,47,2.690893,-15.852611,3.3377376,0.55875117,-0.8679128,3.1616468,1.5888363,1.2888727,0.0,-0.084251344,0.07254928,0.035624743,0.11675106,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
39,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,17,47,1.5916865,-15.9524355,3.3395202,0.63697207,-0.87224513,3.1502728,0.42816067,1.3115969,0.0,-0.019696891,0.07363939,0.025038958,0.08023514,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
40,5,1,0,0.0,-20.0,3.3,0.0,-1.128666472974707,3.1009856485934977,18,47,0.8497067,-16.059685,3.3412344,0.70281243,-0.8822946,3.1379535,-0.35705537,1.2704315,0.0,0.023683012,0.071097255,0.01592493,0.07661141,0.2501620650291443,0.20925909280776978,0.18538416922092438,1.374696969985962
